"id","listing_url","last_scraped","host_id","host_name","host_since","host_location","neighbourhood","neighbourhood_cleansed","zipcode","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","number_of_reviews","review_scores_rating","cancellation_policy","amenities"
7415800,"https://www.airbnb.com/rooms/7415800","2016-07-04",38850097,"Jessica","2015-07-18","Paris, Île-de-France, France","Alésia","Observatoire","75014","Townhouse","Entire home/apt",4,1,1,2,35,2,100,"flexible","TV|Wireless Internet|Kitchen|Doorman|Washer|Smoke Detector"
8728028,"https://www.airbnb.com/rooms/8728028","2016-07-04",45802254,"Mireile","2015-10-05","Champagne-en-Valromey, Rhone-Alpes, France","","Observatoire","75014","House","Entire home/apt",6,2,3,4,290,0,NA,"moderate","Cable TV|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Essentials"
3782739,"https://www.airbnb.com/rooms/3782739","2016-07-04",8388602,"Marie Jo","2013-08-25","FR","","Observatoire","75014","House","Entire home/apt",3,1,1,3,130,0,NA,"flexible","TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Heating|Suitable for Events|Washer|Dryer|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron"
8777745,"https://www.airbnb.com/rooms/8777745","2016-07-04",21609168,"Shoreh","2014-09-21","Paris, Île-de-France, France","Alésia","Observatoire","75014","Townhouse","Entire home/apt",2,1,1,1,60,2,90,"moderate","Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|First Aid Kit|Essentials|Shampoo"
5216981,"https://www.airbnb.com/rooms/5216981","2016-07-04",3058901,"Claire","2012-07-26","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",15,4,7,9,1002,0,NA,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Gym|Hot Tub|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
8100533,"https://www.airbnb.com/rooms/8100533","2016-07-04",28012273,"Harold","2015-02-19","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",8,2,4,4,300,26,98,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Pets Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Suitable for Events|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Safety Card|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
339613,"https://www.airbnb.com/rooms/339613","2016-07-04",1724209,"Christophe","2012-02-09","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",8,2,4,5,441,1,100,"flexible","Wireless Internet|Kitchen|Pets live on this property|Cat(s)|Indoor Fireplace|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher"
623034,"https://www.airbnb.com/rooms/623034","2016-07-04",3089078,"Sophie","2012-07-29","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",12,3,5,10,590,3,100,"strict","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Smoking Allowed|Gym|Pets live on this property|Cat(s)|Elevator in Building|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Safety Card|Essentials|Shampoo"
9191553,"https://www.airbnb.com/rooms/9191553","2016-07-04",29204201,"Marie-Laure","2015-03-12","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",3,1,1,3,78,14,97,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6258412,"https://www.airbnb.com/rooms/6258412","2016-07-04",7397658,"Stephanie","2013-07-10","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",5,1.5,3,3,159,3,100,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector|First Aid Kit|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
4548102,"https://www.airbnb.com/rooms/4548102","2016-07-04",2267454,"Laurette","2012-05-01","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Private room",2,2,1,3,50,0,NA,"flexible","Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Family/Kid Friendly|Washer|Smoke Detector|Essentials|Shampoo"
5594686,"https://www.airbnb.com/rooms/5594686","2016-07-04",28897998,"Laetitia Et Laurent","2015-03-07","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",8,3,4,4,360,8,100,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Pets Allowed|Buzzer/Wireless Intercom|Heating|Washer|Dryer|Smoke Detector|Fire Extinguisher|Essentials|Hangers|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
3622988,"https://www.airbnb.com/rooms/3622988","2016-07-04",4494424,"Livia","2012-12-26","Genthod, Canton of Geneva, Switzerland","Alésia","Observatoire","75014","House","Entire home/apt",5,2,4,5,150,1,100,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|First Aid Kit|Fire Extinguisher"
2306704,"https://www.airbnb.com/rooms/2306704","2016-07-04",11781354,"Raphaële","2014-01-30","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",8,2,4,5,230,9,89,"strict","TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
1117778,"https://www.airbnb.com/rooms/1117778","2016-07-04",6135403,"Rebecca","2013-04-28","FR","Alésia","Observatoire","75014","House","Entire home/apt",3,1,1,1,90,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Wheelchair Accessible|Kitchen|Heating|Washer"
456179,"https://www.airbnb.com/rooms/456179","2016-07-04",2267454,"Laurette","2012-05-01","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",9,2,4,6,150,1,100,"moderate","Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer"
12484727,"https://www.airbnb.com/rooms/12484727","2016-07-04",53841919,"Emmanuel","2016-01-08","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",6,1,3,4,181,1,100,"strict","Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Safety Card|Essentials|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
982548,"https://www.airbnb.com/rooms/982548","2016-07-04",5383411,"Manuel","2013-03-09","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",6,2,3,3,150,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Suitable for Events|Washer|Dryer|Smoke Detector|First Aid Kit|Essentials|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
5559091,"https://www.airbnb.com/rooms/5559091","2016-07-04",28819741,"Mélanie","2015-03-05","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",7,3,4,4,130,10,96,"strict","TV|Internet|Wireless Internet|Kitchen|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Essentials"
9105310,"https://www.airbnb.com/rooms/9105310","2016-07-04",29642245,"Luxury Retreats","2015-03-19","FR","Alésia","Observatoire","75014","Villa","Entire home/apt",10,4.5,4,4,2004,0,NA,"super_strict_60","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Free Parking on Premises|Indoor Fireplace|Family/Kid Friendly|Suitable for Events|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo|Hangers|Hair Dryer|Iron"
13202658,"https://www.airbnb.com/rooms/13202658","2016-07-03",59444617,"Francis","2016-02-19","Paris, Île-de-France, France","Alésia","Observatoire","75014","Townhouse","Entire home/apt",2,1,1,1,120,0,NA,"flexible","TV|Wireless Internet|Kitchen|Smoking Allowed|Breakfast|Hot Tub|Heating|Family/Kid Friendly|Suitable for Events|Smoke Detector|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers"
571017,"https://www.airbnb.com/rooms/571017","2016-07-03",2068923,"Laurent","2012-04-04","Miami, Florida, United States","Alésia","Observatoire","75014","Villa","Entire home/apt",10,4.5,4,5,1213,6,96,"strict","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Suitable for Events|Washer|Dryer"
12755772,"https://www.airbnb.com/rooms/12755772","2016-07-03",726619,"Santiago","2011-06-21","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",4,1,2,2,50,0,NA,"strict","Internet|Wireless Internet|Kitchen|Smoking Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Suitable for Events|Washer|Essentials|Shampoo|24-Hour Check-in|Hangers|Laptop Friendly Workspace"
952638,"https://www.airbnb.com/rooms/952638","2016-07-03",5171061,"Anne","2013-02-21","Sète, Languedoc-Roussillon, France","Alésia","Observatoire","75014","House","Entire home/apt",5,2,1,1,150,44,89,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer"
13811834,"https://www.airbnb.com/rooms/13811834","2016-07-03",7087619,"Patricio","2013-06-24","New York, New York, United States","Alésia","Observatoire","75014","House","Private room",1,1,1,1,35,0,NA,"flexible","Wireless Internet|Kitchen|Pets Allowed|Heating|Washer|Smoke Detector|First Aid Kit|Essentials|Hair Dryer|Laptop Friendly Workspace|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
6714873,"https://www.airbnb.com/rooms/6714873","2016-07-03",35156150,"Christophe","2015-06-06","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",2,1,1,1,45,3,100,"moderate","Internet|Wireless Internet|Kitchen|Heating|Washer|Dryer|Essentials|Shampoo"
945122,"https://www.airbnb.com/rooms/945122","2016-07-03",4215887,"Margaux","2012-11-22","Paris, Île-de-France, France","Alésia","Observatoire","75014","House","Entire home/apt",5,1,2,3,100,7,91,"moderate","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Heating|Family/Kid Friendly|Washer|Dryer"
5879293,"https://www.airbnb.com/rooms/5879293","2016-07-03",2068923,"Laurent","2012-04-04","Miami, Florida, United States","Alésia","Observatoire","75014","House","Entire home/apt",10,4.5,5,5,1213,2,100,"strict","Cable TV|Wireless Internet|Air Conditioning|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Suitable for Events|Washer|Dryer|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Shampoo"
12266798,"https://www.airbnb.com/rooms/12266798","2016-07-04",66065868,"Sylvain","2016-04-06","Paris, Île-de-France, France","Bastille","Popincourt","75011","House","Entire home/apt",6,2.5,3,4,270,1,100,"strict","TV|Cable TV|Internet|Wireless Internet|Wheelchair Accessible|Kitchen|Free Parking on Premises|Smoking Allowed|Pets Allowed|Elevator in Building|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
2579827,"https://www.airbnb.com/rooms/2579827","2016-07-04",13212919,"Yvan & Thy","2014-03-17","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",3,1,1,2,95,89,96,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|Safety Card|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
9269657,"https://www.airbnb.com/rooms/9269657","2016-07-04",4788100,"Francois","2013-01-21","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",1,1,0,1,901,0,NA,"flexible","Safety Card|Essentials"
3450285,"https://www.airbnb.com/rooms/3450285","2016-07-04",17389393,"Antoine","2014-06-29","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",8,2.5,3,4,120,114,84,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Essentials"
1817330,"https://www.airbnb.com/rooms/1817330","2016-07-04",8767937,"Bruno","2013-09-11","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Private room",2,1,1,1,80,17,100,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Indoor Fireplace|Heating|Washer"
6946577,"https://www.airbnb.com/rooms/6946577","2016-07-04",24512035,"Fiona","2014-12-05","Paris, Île-de-France, France","Bastille","Popincourt","75012","House","Entire home/apt",5,1,2,3,115,3,93,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials"
7338567,"https://www.airbnb.com/rooms/7338567","2016-07-04",38445482,"Maison","2015-07-14","FR","XI Arrondissement","Popincourt","75011","Townhouse","Entire home/apt",1,2,4,4,39,0,NA,"moderate","Internet|Wireless Internet|Kitchen|Breakfast|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher"
12102551,"https://www.airbnb.com/rooms/12102551","2016-07-03",40379434,"Christophe","2015-08-03","Paris, Île-de-France, France","République","Popincourt","75011","Townhouse","Entire home/apt",4,1,2,2,200,0,NA,"flexible","TV|Cable TV|Wireless Internet|Kitchen|Free Parking on Premises|Smoking Allowed|Pets Allowed|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Essentials|Hair Dryer|Iron|Laptop Friendly Workspace"
12550943,"https://www.airbnb.com/rooms/12550943","2016-07-04",68026159,"Serge","2016-04-20","FR","République","Popincourt","75011","House","Private room",2,1,1,2,60,0,NA,"strict","Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Smoke Detector|Safety Card|Essentials|Hangers|Hair Dryer|Laptop Friendly Workspace"
7865690,"https://www.airbnb.com/rooms/7865690","2016-07-03",41453321,"Nicole","2015-08-14","Flassan, Provence-Alpes-Côte d'Azur, France","Bastille","Popincourt","75011","House","Entire home/apt",6,2,3,3,241,22,95,"strict","Wireless Internet|Kitchen|Free Parking on Premises|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials"
3036871,"https://www.airbnb.com/rooms/3036871","2016-07-03",15388701,"Lila","2014-05-11","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",6,2,2,3,251,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Essentials"
6427185,"https://www.airbnb.com/rooms/6427185","2016-07-03",21846256,"Jehanne","2014-09-27","Paris, Île-de-France, France","","Popincourt","75011","House","Private room",3,2,1,2,52,30,94,"strict","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Shampoo"
6431092,"https://www.airbnb.com/rooms/6431092","2016-07-03",32405792,"Solene","2015-05-02","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",2,1,1,2,45,16,100,"flexible","Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Smoke Detector|Carbon Monoxide Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
4728696,"https://www.airbnb.com/rooms/4728696","2016-07-03",24419237,"Alexandre","2014-12-02","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",4,1,1,2,75,6,87,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Essentials|translation missing: en.hosting_amenity_50"
1976613,"https://www.airbnb.com/rooms/1976613","2016-07-03",6585754,"Françoise","2013-05-26","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",7,2,4,4,220,5,100,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Pets Allowed|Pets live on this property|Cat(s)|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials"
13782311,"https://www.airbnb.com/rooms/13782311","2016-07-03",2627161,"Maxime","2012-06-13","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",6,2,4,4,251,0,NA,"flexible","TV|Wireless Internet|Kitchen|Pets Allowed|Heating|Family/Kid Friendly|Washer|Laptop Friendly Workspace"
676690,"https://www.airbnb.com/rooms/676690","2016-07-03",3439769,"Nicolas & Jean-Yves","2012-09-01","Paris, Île-de-France, France","Bastille","Popincourt","75011","House","Entire home/apt",8,4,4,4,751,39,100,"strict","TV|Cable TV|Internet|Wireless Internet|Air Conditioning|Kitchen|Smoking Allowed|Gym|Hot Tub|Indoor Fireplace|Heating|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace|translation missing: en.hosting_amenity_49|translation missing: en.hosting_amenity_50"
6581907,"https://www.airbnb.com/rooms/6581907","2016-07-03",7983994,"Hugo","2013-08-06","Paris, Île-de-France, France","République","Popincourt","75011","House","Private room",3,1,1,2,55,37,89,"moderate","Wireless Internet|Smoking Allowed|Heating|Family/Kid Friendly|Essentials|translation missing: en.hosting_amenity_50"
3312907,"https://www.airbnb.com/rooms/3312907","2016-07-03",16730388,"Pauline","2014-06-13","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",9,3,5,7,461,13,100,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Pets Allowed|Breakfast|Indoor Fireplace|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Suitable for Events|Washer|Dryer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
2930263,"https://www.airbnb.com/rooms/2930263","2016-07-03",13733337,"Ingrid","2014-03-31","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",4,2,2,2,181,1,100,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Fire Extinguisher|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
10423725,"https://www.airbnb.com/rooms/10423725","2016-07-04",21846256,"Jehanne","2014-09-27","Paris, Île-de-France, France","République","Popincourt","75011","House","Private room",5,2,1,3,80,9,93,"strict","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|First Aid Kit|Safety Card|Fire Extinguisher|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
9507583,"https://www.airbnb.com/rooms/9507583","2016-07-04",23309487,"Aline Et Pierre","2014-11-03","Paris, Île-de-France, France","République","Popincourt","75020","House","Entire home/apt",7,2,3,4,241,0,NA,"flexible","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Essentials|Shampoo"
6411019,"https://www.airbnb.com/rooms/6411019","2016-07-04",25321792,"Joseph","2014-12-28","Paris, Île-de-France, France","","Popincourt","75011","House","Entire home/apt",1,1,0,1,44,1,80,"moderate","Wireless Internet|Kitchen|Smoking Allowed|Heating|Shampoo"
1689438,"https://www.airbnb.com/rooms/1689438","2016-07-04",8927830,"Luce","2013-09-19","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",4,1,2,2,149,100,95,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Breakfast|Heating|Family/Kid Friendly|Smoke Detector|Carbon Monoxide Detector|Fire Extinguisher|Essentials|Shampoo"
8234325,"https://www.airbnb.com/rooms/8234325","2016-07-04",43422035,"Marie","2015-09-05","Paris, Île-de-France, France","Bastille","Popincourt","75011","Townhouse","Entire home/apt",2,1,1,1,150,5,100,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Smoke Detector|Fire Extinguisher|Essentials|Shampoo"
7841046,"https://www.airbnb.com/rooms/7841046","2016-07-04",30043176,"Alana","2015-03-26","Paris, Île-de-France, France","","Popincourt","75011","Townhouse","Entire home/apt",2,1,1,1,40,1,100,"moderate","TV|Internet|Wireless Internet|Kitchen|Heating|Washer|Essentials|Shampoo|Hangers|Hair Dryer|Iron"
4300725,"https://www.airbnb.com/rooms/4300725","2016-07-04",9891053,"Anna Marco","2013-11-08","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","Townhouse","Entire home/apt",4,1,1,2,87,67,96,"moderate","Wireless Internet|Kitchen|Breakfast|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Smoke Detector|Carbon Monoxide Detector|Essentials|Shampoo|24-Hour Check-in|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
1011513,"https://www.airbnb.com/rooms/1011513","2016-07-04",4034027,"Karine","2012-11-01","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",7,3,4,4,401,4,80,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Suitable for Events|Washer|Dryer|Smoke Detector|Essentials|Shampoo"
8207348,"https://www.airbnb.com/rooms/8207348","2016-07-04",43278770,"Marine","2015-09-03","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",2,1,0,1,70,3,73,"flexible","Internet|Wireless Internet|Kitchen|Heating|Washer|Smoke Detector|Essentials"
3532292,"https://www.airbnb.com/rooms/3532292","2016-07-04",9257057,"Ségolène","2013-10-06","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75020","House","Entire home/apt",2,1,2,1,60,2,100,"strict","Internet|Wireless Internet|Kitchen|Pets Allowed|Breakfast|Heating|Family/Kid Friendly|Washer|Essentials"
11885763,"https://www.airbnb.com/rooms/11885763","2016-07-04",21846256,"Jehanne","2014-09-27","Paris, Île-de-France, France","République","Popincourt","75011","Townhouse","Entire home/apt",5,1.5,2,3,100,0,NA,"strict","TV|Wireless Internet|Kitchen|Smoking Allowed|Pets live on this property|Cat(s)|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|First Aid Kit|Fire Extinguisher|Essentials|Shampoo"
5192156,"https://www.airbnb.com/rooms/5192156","2016-07-04",26856473,"Jennifer","2015-01-28","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",4,1,1,2,130,53,82,"moderate","Wireless Internet|Wheelchair Accessible|Kitchen|Smoking Allowed|Pets Allowed|Heating|Family/Kid Friendly|First Aid Kit|Essentials"
2835195,"https://www.airbnb.com/rooms/2835195","2016-07-04",14503508,"Yves","2014-04-20","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",6,2,2,4,140,16,93,"strict","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Smoke Detector|Essentials|translation missing: en.hosting_amenity_50"
6895536,"https://www.airbnb.com/rooms/6895536","2016-07-04",13914393,"Tiphaine","2014-04-05","Paris, Île-de-France, France","Bastille","Popincourt","75011","House","Private room",2,1,1,1,58,1,80,"moderate","TV|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Essentials"
6892494,"https://www.airbnb.com/rooms/6892494","2016-07-04",13914393,"Tiphaine","2014-04-05","Paris, Île-de-France, France","Bastille","Popincourt","75011","House","Private room",2,1,1,1,55,2,100,"moderate","TV|Wireless Internet|Kitchen|Buzzer/Wireless Intercom|Heating|Essentials"
994993,"https://www.airbnb.com/rooms/994993","2016-07-04",5176715,"Kea","2013-02-21","Paris, Île-de-France, France","","Popincourt","75011","House","Private room",2,1,1,1,45,12,98,"strict","TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Pets Allowed|Breakfast|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Smoke Detector|Carbon Monoxide Detector|First Aid Kit|Essentials|Shampoo|Hangers|Hair Dryer|Iron"
585633,"https://www.airbnb.com/rooms/585633","2016-07-04",2887631,"Benoit","2012-07-10","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",6,1,4,4,150,7,93,"strict","TV|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector"
1737386,"https://www.airbnb.com/rooms/1737386","2016-07-03",9149543,"Yidan Dema","2013-09-30","Paris, Île-de-France, France","République","Popincourt","75011","House","Entire home/apt",2,1,0,1,65,72,89,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Doorman|Elevator in Building|Buzzer/Wireless Intercom|Heating|Essentials|Shampoo"
1470398,"https://www.airbnb.com/rooms/1470398","2016-07-03",7872911,"Olivier","2013-08-01","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",6,1,3,4,146,0,NA,"strict","TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer"
6012070,"https://www.airbnb.com/rooms/6012070","2016-07-03",2627161,"Maxime","2012-06-13","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","House","Entire home/apt",6,2,3,3,251,3,87,"strict","TV|Cable TV|Internet|Wireless Internet|Kitchen|Heating|Family/Kid Friendly|Washer|Essentials"
7354997,"https://www.airbnb.com/rooms/7354997","2016-07-03",38445482,"Maison","2015-07-14","FR","XI Arrondissement","Popincourt","75011","Townhouse","Entire home/apt",2,2,9,9,60,0,NA,"flexible","Internet|Wireless Internet|Air Conditioning|Kitchen|Breakfast|Buzzer/Wireless Intercom|Heating|Family/Kid Friendly|Washer|Dryer"
13783800,"https://www.airbnb.com/rooms/13783800","2016-07-03",44811634,"Jacques","2015-09-22","Paris, Île-de-France, France","XI Arrondissement","Popincourt","75011","Townhouse","Entire home/apt",5,2.5,3,3,150,0,NA,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Free Parking on Premises|Indoor Fireplace|Heating|Family/Kid Friendly|Washer|Dryer|Smoke Detector|Fire Extinguisher|Essentials|Shampoo|Hangers|Hair Dryer|Iron|Laptop Friendly Workspace"
6699004,"https://www.airbnb.com/rooms/6699004","2016-07-03",23529633,"Claire","2014-11-09","Paris, Île-de-France, France","Bastille","Popincourt","75011","Townhouse","Entire home/apt",4,1,2,3,160,9,95,"moderate","TV|Cable TV|Internet|Wireless Internet|Kitchen|Smoking Allowed|Heating|Family/Kid Friendly|Washer|Smoke Detector|Essentials"
